ID,Title,Abstract,Authors,Source_title
240,Modeling the Effects of Latency Reversing Drugs During HIV-1 and SIV Brain Infection with Implications for the “Shock and Kill” Strategy,Combination antiretroviral therapy  cART  has greatly increased life expectancy for human immunodeficiency virus    HIV    infected patients  Even given the remarkable success of cART  the virus persists in many different cells and tissues  The presence of viral reservoirs represents a major obstacle to HIV   eradication  These viral reservoirs contain latently infected long lived cells  The  Shock and Kill  therapeutic strategy aims to reactivate latently infected cells by latency reversing agents  LRAs  and kill these reactivated cells by strategies involving the host immune system  The brain is a natural anatomical reservoir for HIV   infection  Brain macrophages  including microglia and perivascular macrophages  display productive HIV   infection  A mathematical model was used to analyze the dynamics of latently and productively infected brain macrophages during viral infection and this mathematical model enabled prediction of the effects of LRAs applied to the  Shock and Kill  strategy in the brain  The model was calibrated using reported data from simian immunodeficiency virus  SIV  studies  Our model produces the overarching observation that effective cART can suppress productively infected brain macrophages but leaves a residual latent viral reservoir in brain macrophages  In addition  our model demonstrates that there exists a parameter regime wherein the  Shock and Kill  strategy can be safe and effective for SIV infection in the brain  The results indicate that the  Shock and Kill  strategy can restrict brain viral RNA burden associated with severe neuroinflammation and can lead to the eradication of the latent reservoir of brain macrophages     0    The Author s   under exclusive licence to Society for Mathematical Biology ,Roda W.C.; Liu S.; Power C.; Li M.Y.,Bulletin of Mathematical Biology
241,"Host Specialisation, Immune Cross-Reaction and the Composition of Communities of Co-circulating Borrelia Strains",We use mathematical modelling to examine how microbial strain communities are structured by the host specialisation traits and antigenic relationships of their members  The model is quite general and broadly applicable  but we focus on Borrelia burgdorferi  the Lyme disease bacterium  transmitted by ticks to mice and birds  In this system  host specialisation driven by the evasion of innate immunity has been linked to multiple niche polymorphism  while antigenic differentiation driven by the evasion of adaptive immunity has been linked to negative frequency dependence  Our model is composed of two host species  one vector  and multiple co circulating pathogen strains that vary in their host specificity and their antigenic distances from one another  We explore the conditions required to maintain pathogen diversity  We show that the combination of host specificity and antigenic differentiation creates an intricate niche structure  Unequivocal rules that relate the stability of a strain community directly to the trait composition of its members are elusive  However  broad patterns are evident  When antigenic differentiation is weak  stable communities are typically composed entirely of generalists that can exploit either host species equally well  As antigenic differentiation increases  more diverse stable communities emerge  typically around trait compositions of generalists  generalists and very similar specialists  and specialists roughly balanced between the two host species     0    The Author s  ,Adams B.; Walter K.S.; Diuk-Wasser M.A.,Bulletin of Mathematical Biology
242,A Bayesian Framework to Estimate Fluid and Material Parameters in Micro-swimmer Models,To advance our understanding of the movement of elastic microstructures in a viscous fluid  techniques that utilize available data to estimate model parameters are necessary  Here  we describe a Bayesian uncertainty quantification framework that is highly parallelizable  making parameter estimation tractable for complex fluid structure interaction models  Using noisy in silico data for swimmers  we demonstrate the methodology s robustness in estimating fluid and elastic swimmer parameters  along with their uncertainties  We identify correlations between model parameters and gain insight into emergent swimming trajectories of a single swimmer or a pair of swimmers  Our proposed framework can handle data with a spatiotemporal resolution representative of experiments  showing that this framework can be used to aid in the development of artificial micro swimmers for biomedical applications  as well as gain a fundamental understanding of the range of parameters that allow for certain motility patterns     0    The Author s   under exclusive licence to Society for Mathematical Biology ,Larson K.; Olson S.D.; Matzavinos A.,Bulletin of Mathematical Biology
243,Optimal Control of Mitigation Strategies for Dengue Virus Transmission,Dengue virus is transmitted by Aedes mosquitoes  posing threat to people s health and leading to great economic cost in many tropical and subtropical regions  We develop an ordinary differential equation model taking into account multiple strains of dengue virus  Using the model  we assess the effectiveness of human vaccination considering its waning and failure  We derive the lower bound and upper bound for the final size of the epidemic  Sensitivity analysis quantifies the impact of parameters on the basic reproduction number  Different scenarios of vaccinating humans show that it is better to vaccinate humans at early stages  We find that the cumulative number of infected humans is small when the vaccination rate is high or the waning rate is low for previously infected humans  We analyze the necessary conditions for implementing optimal control and derive the corresponding optimal solutions for mitigation dengue virus transmission by applying Pontryagin s Maximum Principle  Our findings may provide guidance for the public health authorities to implement human vaccination and other mitigation strategies     0    Society for Mathematical Biology ,Xue L.; Ren X.; Magpantay F.; Sun W.; Zhu H.,Bulletin of Mathematical Biology
244,Competitive Exclusion in a General Multi-species Chemostat Model with Stochastic Perturbations,Based on the fact that the continuous culture of microorganisms in a chemostat is subject to environmental noises  we present and analyze a stochastic competition chemostat model with general monotonic response functions and differential removal rates  The existence and boundedness of the unique positive solution are first obtained  By defining a stochastic break even concentration for every species  we prove that at most one competitor survives in the chemostat and the winner has the smallest stochastic break even concentration  provided its response function satisfies a technical assumption  That is to say  the competitive exclusion principle holds for the stochastic competition chemostat model  Furthermore  we find that the noise experienced by one species is adverse to its growth while may be favorable for the growth of other one species  Namely  the destinies can be exchanged between two microorganism species in the chemostat due to the environmental noise     0    Society for Mathematical Biology ,Xu C.; Yuan S.; Zhang T.,Bulletin of Mathematical Biology
245,Propagation of Epidemics Along Lines with Fast Diffusion,It has long been known that epidemics can travel along communication lines  such as roads  In the current COVID  9 epidemic  it has been observed that major roads have enhanced its propagation in Italy  We propose a new simple model of propagation of epidemics which exhibits this effect and allows for a quantitative analysis  The model consists of a classical SIR model with diffusion  to which an additional compartment is added  formed by the infected individuals travelling on a line of fast diffusion  The line and the domain interact by constant exchanges of populations  A classical transformation allows us to reduce the proposed model to a system analogous to one we had previously introduced Berestycki et al   J Math Biol              0    to describe the enhancement of biological invasions by lines of fast diffusion  We establish the existence of a minimal spreading speed  and we show that it may be quite large  even when the basic reproduction number R is close to    We also prove here further qualitative features of the final state  showing the influence of the line     0 0  Society for Mathematical Biology ,Berestycki H.; Roquejoffre J.-M.; Rossi L.,Bulletin of Mathematical Biology
246,A Geometrical Framework for f-Statistics,A detailed derivation of the f statistics formalism is made from a geometrical framework  It is shown that the f statistics appear when a genetic distance matrix is constrained to describe a four population phylogenetic tree  The choice of genetic metric is crucial and plays an outstanding role as regards the tree like ness criterion  The case of lack of treeness is interpreted in the formalism as the presence of population admixture  In this respect  four formulas are given to estimate the admixture proportions  One of them is the so called f  ratio estimate and we show that a second one is related to a known result developed in terms of the fixation index FST  An illustrative numerical simulation of admixture proportion estimates is included  Relationships of the formalism with coalescence times and pairwise sequence differences are also provided     0    The Author s   under exclusive licence to Society for Mathematical Biology ,Oteo-García G.; Oteo J.-A.,Bulletin of Mathematical Biology
247,Modeling Rabies Transmission in Spatially Heterogeneous Environments via θ -diffusion,Rabies among dogs remains a considerable risk to humans and constitutes a serious public health concern in many parts of the world  Conventional mathematical models for rabies typically assume homogeneous environments  with a standard diffusion term for the population of rabid animals  It has recently been recognized  however  that spatial heterogeneity plays an important role in determining spatial patterns of rabies and the cost effectiveness of vaccinations  In this paper  we develop a spatially heterogeneous dog rabies model by using the   diffusion equation  where   reflects the way individual dogs make movement decisions in the underlying random walk  We numerically investigate the dynamics of the model in three diffusion cases  homogeneous  city wild  and Gaussian type  We find that the initial conditions affect whether traveling waves or epizootic waves can be observed  However  different initial conditions have little impact on steady state solutions  An  active  interface is observed between city and wild regions  with a  ridge  on the city side and a  valley  on the wild side for the infectious dog population  In addition  the progressing speed of epizootic waves changes in heterogeneous environments  It is impossible to eliminate rabies in the entire spatial domain if vaccination is focused only in the city region or only in the wild region  When a seasonal transmission is incorporated  the dog population size approaches a positive time periodic spatially heterogeneous state eventually     0    The Author s   under exclusive licence to Society for Mathematical Biology ,Wang X.; Wang H.; Li M.Y.,Bulletin of Mathematical Biology
248,A Dynamic Model to Assess Human Papillomavirus Vaccination Strategies in a Heterosexual Population Combined with Men Who have Sex with Men,Vaccination is effective in preventing human papillomavirus  HPV  infection  It is imperative to investigate who should be vaccinated and what the best vaccine distribution strategy is  In this paper  we use a dynamic model to assess HPV vaccination strategies in a heterosexual population combined with gay  bisexual  and other men who have sex with men  MSM   The basic reproduction numbers for heterosexual females  heterosexual males and MSM as well as their average for the total population are obtained  We also derive a threshold parameter  based on basic reproduction numbers  for model analysis  From the analysis and numerical investigations  we have several conclusions      To eliminate HPV infection  the priority of vaccination should be given to MSM  especially in countries that have already achieved high coverage in females  The heterosexual population gets great benefit but MSM only get minor benefit from vaccinating heterosexual females or males      The best vaccination strategy is to vaccinate MSM firstly as many as possible  then heterosexual females  lastly heterosexual males      Given a fixed vaccination coverage of MSM  distributing the remaining vaccines to only heterosexual females or males leads to a similar prevalence in the total population  This prevalence is lower than that when vaccines are distributed to both genders  The evener the distribution  the higher the prevalence in the total population      Vaccination becomes less effective in reducing the prevalence as more vaccines are given  It is more effective to allocate vaccines to a region with lower vaccination coverage  This study provides information that may help policymakers formulate guidelines for vaccine distribution to reduce HPV prevalence on the basis of vaccine availability and prior vaccination coverage  Whether these guidelines are affected when the objective is to reduce HPV associated cancer incidence remains to be further studied     0    Society for Mathematical Biology ,Gao S.; Martcheva M.; Miao H.; Rong L.,Bulletin of Mathematical Biology
249,A Mathematical Modeling Study: Assessing Impact of Mismatch Between Influenza Vaccine Strains and Circulating Strains in Hajj,The influenza virus causes severe respiratory illnesses and deaths worldwide every year  It spreads quickly in an overcrowded area like the annual Hajj pilgrimage in Saudi Arabia  Vaccination is the primary strategy for protection against influenza  Due to the occurrence of antigenic shift and drift of the influenza virus  a mismatch between vaccine strains and circulating strains of influenza may occur  The objective of this study is to assess the impact of mismatch between vaccine strains and circulating strains during Hajj  which brings together individuals from all over the globe  To this end  we develop deterministic mathematical models of influenza with different populations and strains from the northern and southern hemispheres  Our results show that the existence and duration of an influenza outbreak during Hajj depend on vaccine efficacy  In this concern  we discuss four scenarios  vaccine strains for both groups match mismatch circulating strains  and vaccine strains match their target strains and mismatch the other strains  Further  there is a scenario where a novel pandemic strain arises  Our results show that as long as the influenza vaccines match their target strains  there will be no outbreak of strain H N  and only a small outbreak of strain H N   Mismatching for non target strains causes about  0 000 new H N  cases  and mismatching for both strains causes about   000 more new H N  cases and   000 additional H N  cases during Hajj  Complete mismatch in a pandemic scenario may infect over     000 additional pilgrims          and cause more cases in their home countries     0    Society for Mathematical Biology ,Alharbi M.H.; Kribs C.M.,Bulletin of Mathematical Biology
250,Motor Protein Transport Along Inhomogeneous Microtubules,Many cellular processes rely on the cell s ability to transport material to and from the nucleus  Networks consisting of many microtubules and actin filaments are key to this transport  Recently  the inhibition of intracellular transport has been implicated in neurodegenerative diseases such as Alzheimer s disease and Amyotrophic Lateral Sclerosis  Furthermore  microtubules may contain so called defective regions where motor protein velocity is reduced due to accumulation of other motors and microtubule associated proteins  In this work  we propose a new mathematical model describing the motion of motor proteins on microtubules which incorporate a defective region  We take a mean field approach derived from a first principle lattice model to study motor protein dynamics and density profiles  In particular  given a set of model parameters we obtain a closed form expression for the equilibrium density profile along a given microtubule  We then verify the analytic results using mathematical analysis on the discrete model and Monte Carlo simulations  This work will contribute to the fundamental understanding of inhomogeneous microtubules providing insight into microscopic interactions that may result in the onset of neurodegenerative diseases  Our results for inhomogeneous microtubules are consistent with prior work studying the homogeneous case     0    Society for Mathematical Biology ,Ryan S.D.; McCarthy Z.; Potomkin M.,Bulletin of Mathematical Biology
251,On the Mathematical Modelling of Competitive Invasive Weed Dynamics,We explore the dynamics of invasive weeds by partial differential equation  PDE  modelling and applying dynamical system and phase portrait techniques  We begin by applying the method of characteristics to a preexisting PDE model of the spreading of T  fluminensis  an invasive weed which has been responsible for native forest depletion  We explore the system both at particular points in space and over all of space  in one dimension  as a function of time  Our model suggests that an increase in the rate of spread of the weed through space will increase the efficacy of control measures taken at the weed s spatial boundary  We then propose new competition models based on the previous model and explore the existence of travelling wave solutions  These models represent both the cases with  i  a competing native plant species which spreads through the forest and  ii  a non mobile  established native plant species  In the former case  the model suggests that an increased mass action coefficient between the competing species is sufficient and necessary for the transition of the forest into a state of coexistence  In the latter case  the result is not as strong  a sufficiently large rate of competition between the species excludes the possibility of native plant extinction and hence suggests that forest depletion will not occur  but does not imply coexistence  We perform some numerical simulations to support our analytic results  In all cases  we give a discussion on the physical and biological interpretations of our results  We conclude with some suggestions for future work and with a discussion of the advantages and disadvantages of the methods     0    Society for Mathematical Biology ,Ramaj T.,Bulletin of Mathematical Biology
252,A Two-Step Model of Human Entrainment: A Quantitative Study of Circadian Period and Phase of Entrainment,One of the essential characteristics of an authentic circadian clock is that the free running period sustains an approximately    hour cycle  When organisms are exposed to an external stimulus  the endogenous oscillators synchronize to the cycling environment signal in a process known as entrainment  These environmental cues perform an important role in resetting the phase and period of the circadian clock  A  generalized assumption  states that when an organism has a short period  it will experience a phase advance  while an organism with a long period experiences a phase delay  Despite widespread use  this positive relationship relating period to the phase of entrainment does not describe all known experimental data  We developed a two step entrainment model to explain a broader range of results as well as provide more quantitative analysis  We prove existence and stability of periodic orbits and given analytical solutions of the range of entrainment  fit the phase trajectory over the entire entrainment process to data from a published study for    subjects in extended day cycles  i e   longer than    h  Our simulations closely replicated the phase data and predicted correctly the phase of entrainment  We investigate the factors related to the rate of entrainment  ROE  and present the three dimensional parameter spaces  illustrating the various behaviors of the phase of entrainment and ROE  Our findings can be applied to diagnostics and treatments for patients with sleep disorders caused by shift work or jet lag     0    Society for Mathematical Biology ,An Z.; Merrill N.J.; Lee K.; Robin R.; Hayat A.; Zapfe O.; Piccoli B.,Bulletin of Mathematical Biology
253,Antibody Dynamics for Plasmodium vivax Malaria: A Mathematical Model,Malaria is a mosquito borne disease that  despite intensive control and mitigation initiatives  continues to pose an enormous public health burden  Plasmodium vivax is one of the principal causes of malaria in humans  Antibodies  which play a fundamental role in the host response to P  vivax  are acquired through exposure to the parasite  Here  we introduce a stochastic  within host model of antibody responses to P  vivax for an individual in a general transmission setting  We begin by developing an epidemiological framework accounting for P  vivax infections resulting from new mosquito bites  primary infections   as well as the activation of dormant liver stages known as hypnozoites  relapses   By constructing an infinite server queue  we obtain analytic results for the distribution of relapses in a general transmission setting  We then consider a simple model of antibody kinetics  whereby antibodies are boosted with each infection  but are subject to decay over time  By embedding this model for antibody kinetics in the epidemiological framework using a generalised shot noise process  we derive analytic expressions governing the distribution of antibody levels for a single individual in a general transmission setting  Our work provides a means to explore exposure dependent antibody dynamics for P  vivax  with the potential to address key questions in the context of serological surveillance and acquired immunity     0    Society for Mathematical Biology ,Mehra S.; McCaw J.M.; Flegg M.B.; Taylor P.G.; Flegg J.A.,Bulletin of Mathematical Biology
254,Modeling LSD1-Mediated Tumor Stagnation,LSD   KDMA   has gained attention in the last decade as a cancer biomarker and drug target  In particular  recent work suggests that LSD  inhibition alone reduces tumor growth  increases T cell tumor infiltration  and complements PD  PDL  checkpoint inhibitor therapy  In order to elucidate the immunogenic effects of LSD  inhibition  we develop a mathematical model of tumor growth under the influence of the adaptive immune response  In particular  we investigate the anti tumor cytotoxicity of LSD  mediated T cell dynamics  in order to better understand the synergistic potential of LSD  inhibition in combination immunotherapies  including checkpoint inhibitors  To that end  we formulate a non spatial delay differential equation model and fit to the B   mouse model data from Sheng et al   Cell          9       0    https   doi org  0  0   j cell  0   0  0     Our results suggest that the immunogenic effect of LSD  inhibition accelerates anti tumor cytotoxicity  However  cytotoxicity does not seem to account for the slower growth observed in LSD  inhibited tumors  despite evidence suggesting immune mediation of this effect     0    Society for Mathematical Biology ,Milzman J.; Sheng W.; Levy D.,Bulletin of Mathematical Biology
255,Thermodynamic Inhibition in a Biofilm Reactor with Suspended Bacteria,We formulate a biofilm reactor model with suspended bacteria that accounts for thermodynamic growth inhibition  The reactor model is a chemostat style model consisting of a single replenished growth promoting substrate  a single reaction product  suspended bacteria  and wall attached bacteria in the form of a bacterial biofilm  We present stability conditions for the washout equilibrium using standard techniques  demonstrating that analytical results are attainable even with the added complexity from thermodynamic inhibition  Furthermore  we numerically investigate the longterm behaviour  In the computational study  we investigate model behaviour for select parameters and two commonly used detachment functions  We investigate the effects of thermodynamic inhibition on the model and find that thermodynamic inhibition limits substrate utilization production both inside the biofilm and inside the aqueous phase  resulting in less suspended bacteria and a thinner biofilm     0    Society for Mathematical Biology ,Gaebler H.J.; Hughes J.M.; Eberl H.J.,Bulletin of Mathematical Biology
256,Sequential Data Assimilation of the Stochastic SEIR Epidemic Model for Regional COVID-19 Dynamics,Newly emerging pandemics like COVID  9 call for predictive models to implement precisely tuned responses to limit their deep impact on society  Standard epidemic models provide a theoretically well founded dynamical description of disease incidence  For COVID  9 with infectiousness peaking before and at symptom onset  the SEIR model explains the hidden build up of exposed individuals which creates challenges for containment strategies  However  spatial heterogeneity raises questions about the adequacy of modeling epidemic outbreaks on the level of a whole country  Here  we show that by applying sequential data assimilation to the stochastic SEIR epidemic model  we can capture the dynamic behavior of outbreaks on a regional level  Regional modeling  with relatively low numbers of infected and demographic noise  accounts for both spatial heterogeneity and stochasticity  Based on adapted models  short term predictions can be achieved  Thus  with the help of these sequential data assimilation methods  more realistic epidemic models are within reach     0 0  The Author s  ,Engbert R.; Rabe M.M.; Kliegl R.; Reich S.,Bulletin of Mathematical Biology
257,28 Models Later: Model Competition and the Zombie Apocalypse,Between Fall  0   and Fall  0   students at Utah State University played several rounds of Humans versus Zombies  HvZ   a role playing variant of tag popular on college campuses  The goal of the game is for the zombies to tag humans  converting them into more zombies  Based on portrayals of  zombieism  in popular culture  one might treat HvZ as a disease system  However  a traditional SIR model with mass action dynamics does a poor job of modeling HvZ  leading to the natural question  What mechanisms drive the dynamics of the HvZ system  We use model competition  with Bayesian Information Criterion as arbiter  to answer this question  First  we develop a suite of models with a variety of transmission mechanisms and fit to data from fall  0    We use model competition to determine which model s  have the most support from the data  thereby offering insight into driving mechanisms for HvZ  Bootstrapping is used to both assess the significance of individual mechanisms and to determine confidence in the performance of our models  Finally  we test predictions of the best models with data from fall  0    Results indicate that through both years of the game humans tend to cluster defensively  zombies tend to hunt in groups  some zombies are more proficient hunters  and some humans leave the game     0    The Author s   under exclusive licence to Society for Mathematical Biology ,McGahan I.; Powell J.; Spencer E.,Bulletin of Mathematical Biology
258,"Statistics of Nascent and Mature RNA Fluctuations in a Stochastic Model of Transcriptional Initiation, Elongation, Pausing, and Termination",Recent advances in fluorescence microscopy have made it possible to measure the fluctuations of nascent  actively transcribed  RNA  These closely reflect transcription kinetics  as opposed to conventional measurements of mature  cellular  RNA  whose kinetics is affected by additional processes downstream of transcription  Here  we formulate a stochastic model which describes promoter switching  initiation  elongation  premature detachment  pausing  and termination while being analytically tractable  We derive exact closed form expressions for the mean and variance of nascent RNA fluctuations on gene segments  as well as of total nascent RNA on a gene  We also obtain exact expressions for the first two moments of mature RNA fluctuations and approximate distributions for total numbers of nascent and mature RNA  Our results  which are verified by stochastic simulation  uncover the explicit dependence of the statistics of both types of RNA on transcriptional parameters and potentially provide a means to estimate parameter values from experimental data     0 0  The Author s  ,Filatova T.; Popovic N.; Grima R.,Bulletin of Mathematical Biology
259,"Modeling of network based digital contact tracing and testing strategies, including the pre-exposure notification system, for the COVID-19 pandemic",With more than     million COVID  9 deaths  identifying effective measures to prevent COVID  9 is a top priority  We developed a mathematical model to simulate the COVID  9 pandemic with digital contact tracing and testing strategies  The model uses a real world social network generated from a high resolution contact data set of   0 students  This model incorporates infectivity variations  test sensitivities  incubation period  and asymptomatic cases  We present a method to extend the weighted temporal social network and present simulations on a network of  000 students  The purpose of this work is to investigate optimal quarantine rules and testing strategies with digital contact tracing  The results show that the traditional strategy of quarantining direct contacts reduces infections by less than  0  without sufficient testing  Periodic testing every   weeks without contact tracing reduces infections by less than     A variety of strategies are discussed including testing second and third degree contacts and the pre exposure notification system  which acts as a social radar warning users how far they are from COVID  9  The most effective strategy discussed in this work was combining the pre exposure notification system with testing second and third degree contacts  This strategy reduces infections by       when  0  of the population uses the app        when  0  of the population uses the app        when  0  of the population uses the app  and       when 9   of the population uses the app  When simulating the model on an extended network of  000 students  the results are similar with the contact tracing app reducing infections by up to  9      0   Elsevier Inc ,Xu D.,Mathematical Biosciences
260,Assessment of effective mitigation and prediction of the spread of SARS-CoV-2 in Germany using demographic information and spatial resolution,Non pharmaceutical interventions  NPIs  are important to mitigate the spread of infectious diseases as long as no vaccination or outstanding medical treatments are available  We assess the effectiveness of the sets of non pharmaceutical interventions that were in place during the course of the Coronavirus disease  0 9  Covid  9  pandemic in Germany  Our results are based on hybrid models  combining SIR type models on local scales with spatial resolution  In order to account for the age dependence of the severe acute respiratory syndrome coronavirus    SARS CoV     we include realistic prepandemic and recently recorded contact patterns between age groups  The implementation of non pharmaceutical interventions will occur on changed contact patterns  improved isolation  or reduced infectiousness when  e g   wearing masks  In order to account for spatial heterogeneity  we use a graph approach and we include high quality information on commuting activities combined with traveling information from social networks  The remaining uncertainty will be accounted for by a large number of randomized simulation runs  Based on the derived factors for the effectiveness of different non pharmaceutical interventions over the past months  we provide different forecast scenarios for the upcoming time     0  ,Kühn M.J.; Abele D.; Mitra T.; Koslow W.; Abedi M.; Rack K.; Siggel M.; Khailaie S.; Klitz M.; Binder S.; Spataro L.; Gilg J.; Kleinert J.; Häberle M.; Plötzke L.; Spinner C.D.; Stecher M.; Zhu X.X.; Basermann A.; Meyer-Hermann M.,Mathematical Biosciences
261,Sensitivity analysis of the reaction occurrence and recurrence times in steady-state biochemical networks,Continuous time stationary Markov jump processes among discrete sites are encountered in disparate biochemical ambits  Sites and connecting dynamical events form a  network  in which the sites are the available system s states  and the events are site to site transitions  or even neutral processes in which the system does not change site but the event is however detectable  Examples include conformational transitions in single biomolecules  stochastic chemical kinetics in the space of the molecules copy numbers  and even macroscopic steady state reactive mixtures if one adopts the viewpoint of a tagged molecule  or even of a molecular moiety  whose state may change when it is involved in a chemical reaction  Among the variety of dynamical descriptors  here we focus on the first occurrence times  starting from a given site  and on the recurrence times of an event of interest  We develop the sensitivity analysis for the lowest moments of the statistical distribution of such times with respect to the rate constants of the network  In particular  simple expressions and inequalities allow us to establish a direct relationship between selective variation of rate constants and effect on average times and variances  As illustrative cases we treat the substrate inhibition in enzymatic catalysis in which a tagged enzyme molecule jumps between three states  and the basic two site model of stochastic gene expression in which the single gene switches between active and inactive forms     0 0 Elsevier Inc ,Frezzato D.,Mathematical Biosciences
262,Measuring tree balance using symmetry nodes — A new balance index and its extremal properties,Effects like selection in evolution as well as fertility inheritance in the development of populations can lead to a higher degree of asymmetry in evolutionary trees than expected under a null hypothesis  To identify and quantify such influences  various balance indices were proposed in the phylogenetic literature and have been in use for decades  However  so far no balance index was based on the number of symmetry nodes  even though symmetry nodes play an important role in other areas of mathematical phylogenetics and despite the fact that symmetry nodes are a quite natural way to measure balance or symmetry of a given tree  The aim of this manuscript is thus twofold  First  we will introduce the symmetry nodes index as an index for measuring balance of phylogenetic trees and analyze its extremal properties  We also show that this index can be calculated in linear time  This new index turns out to be a generalization of a simple and well known balance index  namely the cherry index  as well as a specialization of another  less established  balance index  namely Rogers  J index  Thus  it is the second objective of the present manuscript to compare the new symmetry nodes index to these two indices and to underline its advantages  In order to do so  we will derive some extremal properties of the cherry index and Rogers  J index along the way and thus complement existing studies on these indices  Moreover  we used the programming language R to implement all three indices in the software package symmeTree  which has been made publicly available     0   Elsevier Inc ,Kersting S.J.; Fischer M.,Mathematical Biosciences
263,Determining the effects of wind-aided midge movement on the outbreak and coexistence of multiple bluetongue virus serotypes in patchy environments,Bluetongue virus  BTV  has    serotypes with some of them coexisting in different environments which make its control difficult  Wind aided midge movement is a known mechanism in the spread of BTV  However  its effects on the dynamics of multiple BTV serotypes are not clear  Ordinary differential equation  ODE  and continuous time Markov chain  CTMC  models for two BTV serotypes in an environment divided into two patches depending on the risk of infection are formulated and analysed  By approximating the CTMC model with a multitype branching process  an estimate for the probability of a major outbreak of two BTV serotypes is obtained  It is shown that without movement a major outbreak occurs in the high risk patch  but with cattle or midge movement it occurs in both patches  When a major outbreak occurs  numerical simulations of the ODE model illustrate possible coexistence in both patches if the patches are connected by midge or cattle movement  Sensitivity analysis  based on the Latin hypercube sampling method  identified midge mortality and biting rates as being the most important in determining the magnitude of the probability of a major outbreak  These results indicate the significance of wind aided midge movement on the outbreak and coexistence of multiple BTV serotypes in patchy environments     0  ,Mugabi F.; Duffy K.J.; Mugisha J.Y.T.; Collins O.C.,Mathematical Biosciences
264,Quantitative analysis of mitochondrial ATP synthesis,We present a computational framework for analyzing and simulating mitochondrial ATP synthesis using basic thermodynamic and kinetic principles  The framework invokes detailed descriptions of the thermodynamic driving forces associated with the processes of the electron transport chain  mitochondrial ATP synthetase  and phosphate and adenine nucleotide transporters  Assembling models of these discrete processes into an integrated model of mitochondrial ATP synthesis  we illustrate how to analyze and simulate in vitro respirometry experiments and how models identified from in vitro experimental data effectively explain cardiac respiratory control in vivo  Computer codes for these analyses are embedded as Python scripts in a Jupyter Book to facilitate easy adoption and modification of the concepts developed here  This accessible framework may also prove useful in supporting educational applications  All source codes are available on at https   beards lab github io QAMAS book      0   Elsevier Inc ,Randall E.B.; Hock M.; Lopez R.; Marzban B.; Marshall C.; Beard D.A.,Mathematical Biosciences
265,Effect of daily human movement on some characteristics of dengue dynamics,Human movement is a key factor in infectious diseases spread such as dengue  Here  we explore a mathematical modeling approach based on a system of ordinary differential equations to study the effect of human movement on characteristics of dengue dynamics such as the existence of endemic equilibria  and the start  duration  and amplitude of the outbreak  The model considers that every day is divided into two periods  high activity and low activity  Periodic human movement between patches occurs in discrete times  Based on numerical simulations  we show unexpected scenarios such as the disease extinction in regions where the local basic reproductive number is greater than    In the same way  we obtain scenarios where outbreaks appear despite the fact that the local basic reproductive numbers in these regions are less than   and the outbreak size depends on the length of high activity and low activity periods     0   Elsevier Inc ,Tocto-Erazo M.R.; Olmos-Liceaga D.; Montoya-Laos J.A.,Mathematical Biosciences
266,A minimal model of T cell avidity may identify subtherapeutic vaccine schedules,T cells protect the body from cancer by recognising tumour associated antigens  Recognising these antigens depends on multiple factors  one of which is T cell avidity  i e   the total interaction strength between a T cell and a cancer cell  While both high  and low avidity T cells can kill cancer cells  durable anti cancer immune responses require the selection of high avidity T cells  Previous experimentation with anti cancer vaccines  however  has shown that most vaccines elicit low avidity T cells  Optimising vaccine schedules may remedy this by preferentially selecting high avidity T cells  Here  we use mathematical modelling to develop a simple  phenomenological model of avidity selection that may identify vaccine schedules that disproportionately favour low avidity T cells  We calibrate our model to our prior  more complex model  and then validate it against several experimental data sets  We find that the sensitivity of the model s parameters change with vaccine dosage  which allows us to use a patient s data and clinical history to screen for suitable vaccine strategies     0   Elsevier Inc ,Kumbhari A.; Rose D.; Lee P.P.; Kim P.S.,Mathematical Biosciences
267,Mathematical modeling of spatio-temporal population dynamics and application to epidemic spreading,Agent based models  ABMs  are a useful tool for modeling spatio temporal population dynamics  where many details can be included in the model description  Their computational cost though is very high and for stochastic ABMs a lot of individual simulations are required to sample quantities of interest  Especially  large numbers of agents render the sampling infeasible  Model reduction to a metapopulation model leads to a significant gain in computational efficiency  while preserving important dynamical properties  Based on a precise mathematical description of spatio temporal ABMs  we present two different metapopulation approaches  stochastic and piecewise deterministic  and discuss the approximation steps between the different models within this framework  Especially  we show how the stochastic metapopulation model results from a Galerkin projection of the underlying ABM onto a finite dimensional ansatz space  Finally  we utilize our modeling framework to provide a conceptual model for the spreading of COVID  9 that can be scaled to real world scenarios     0   Elsevier Inc ,Winkelmann S.; Zonker J.; Schütte C.; Conrad N.D.,Mathematical Biosciences
